person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,actual_default,pred_default_prob,pred_default_thr_05,pred_default_thr_opt,approval_decision_thr_05,approval_decision_thr_opt,expected_loss_thr_05,expected_loss_thr_opt,interest_income,realized_net_loss_if_approved,realized_net_loss_thr_05,realized_net_loss_thr_opt
30,100000,MORTGAGE,0.0,PERSONAL,D,30000,16.77,0.3,Y,6,0,0.7134837568816587,1,1,Reject,Reject,741246.5575000001,19963.049487321387,5031.0,-5031.0,0.0,0.0
32,30000,RENT,3.0,MEDICAL,D,3600,14.11,0.12,Y,9,1,0.895765530018699,1,1,Reject,Reject,741246.5575000001,3171.808966695615,507.96,3600.0,0.0,0.0
27,105000,MORTGAGE,5.0,EDUCATION,B,20000,11.48,0.19,N,6,0,0.09849968862577183,0,0,Approve,Approve,741246.5575000001,-99.85094239979094,2296.0,-2296.0,-2296.0,-2296.0
23,136000,MORTGAGE,7.0,EDUCATION,A,8000,8.32,0.06,N,2,0,0.04527216358997925,0,0,Approve,Approve,741246.5575000001,-273.2895391946758,665.6,-665.6,-665.6,-665.6
23,50000,MORTGAGE,5.0,VENTURE,A,3600,5.99,0.07,N,2,0,0.045800861119391044,0,0,Approve,Approve,741246.5575000001,-40.88040227840676,215.64,-215.64,-215.64,-215.64
27,148000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,28000,12.99,0.19,Y,6,1,0.13294029589357215,0,0,Approve,Approve,741246.5575000001,568.6587292441204,3637.2,28000.0,28000.0,28000.0
23,97500,RENT,0.0,DEBTCONSOLIDATION,B,9600,10.37,0.1,N,3,0,0.263118523796485,0,1,Approve,Reject,741246.5575000001,1792.3575812561328,995.5199999999999,-995.5199999999999,-995.5199999999999,0.0
35,32000,RENT,3.0,MEDICAL,C,7200,12.61,0.23,N,5,0,0.7673718684164057,1,1,Reject,Reject,741246.5575000001,5313.869719370745,907.92,-907.92,0.0,0.0
22,30000,RENT,4.0,MEDICAL,C,6500,13.85,0.22,N,3,0,0.7793417079801562,1,1,Reject,Reject,741246.5575000001,4867.073474480151,900.25,-900.25,0.0,0.0
30,92700,RENT,1.0,VENTURE,B,15000,11.99,0.16,N,5,0,0.1415077967771505,0,0,Approve,Approve,741246.5575000001,578.6187241609628,1798.5,-1798.5,-1798.5,-1798.5
23,68000,MORTGAGE,4.0,MEDICAL,D,8000,15.33,0.1,N,3,1,0.7282151722642807,1,1,Reject,Reject,741246.5575000001,5492.404465379159,1226.4,8000.0,0.0,0.0
37,39960,OWN,21.0,PERSONAL,A,5600,6.54,0.14,N,16,0,0.0361952126841883,0,0,Approve,Approve,741246.5575000001,-150.29067427508835,366.24,-366.24,-366.24,-366.24
31,45000,RENT,0.0,EDUCATION,C,4000,13.43,0.09,N,6,0,0.3090146474865191,0,0,Approve,Approve,741246.5575000001,864.8612585758344,537.2,-537.2,-537.2,-537.2
26,81600,MORTGAGE,1.0,DEBTCONSOLIDATION,B,7200,11.99,0.09,N,3,0,0.1935386876569148,0,0,Approve,Approve,741246.5575000001,697.2766294102477,863.28,-863.28,-863.28,-863.28
50,200000,RENT,1.0,PERSONAL,B,7000,10.99,0.04,N,15,0,0.12383946443251732,0,0,Approve,Approve,741246.5575000001,192.84595101555692,769.3,-769.3,-769.3,-769.3
24,57655,MORTGAGE,7.0,MEDICAL,D,9925,15.58,0.17,N,2,1,0.8471364477980018,1,1,Reject,Reject,741246.5575000001,8171.454040671936,1546.315,9925.0,0.0,0.0
22,30000,RENT,6.0,EDUCATION,A,6000,7.51,0.2,N,4,0,0.3753974366124053,0,1,Approve,Reject,741246.5575000001,1970.9387046119818,450.6,-450.6,-450.6,0.0
23,9000,OWN,4.0,HOMEIMPROVEMENT,C,2000,13.35,0.22,N,2,1,0.4246666468726978,0,0,Approve,Approve,741246.5575000001,695.7192884604059,267.0,2000.0,2000.0,2000.0
37,120996,MORTGAGE,14.0,HOMEIMPROVEMENT,A,4000,7.66,0.03,N,15,0,0.09802572796300796,0,0,Approve,Approve,741246.5575000001,115.73799489989739,306.4,-306.4,-306.4,-306.4
27,40000,OWN,11.0,EDUCATION,A,6400,9.32,0.16,N,6,0,0.03998214775101549,0,0,Approve,Approve,741246.5575000001,-316.74570290297527,596.48,-596.48,-596.48,-596.48
33,46000,MORTGAGE,8.0,PERSONAL,B,14300,9.91,0.31,N,6,1,0.5121354186195849,1,1,Reject,Reject,741246.5575000001,6632.168952048436,1417.13,14300.0,0.0,0.0
31,12252,RENT,15.0,PERSONAL,C,2400,,0.2,Y,10,1,0.7023373868173829,1,0,Reject,Approve,741246.5575000001,1607.098237508672,,2400.0,0.0,2400.0
38,200000,MORTGAGE,0.0,PERSONAL,B,20000,11.48,0.1,N,15,0,0.04166117380707246,0,0,Approve,Approve,741246.5575000001,-1367.1224687975127,2296.0,-2296.0,-2296.0,-2296.0
36,93000,RENT,1.0,MEDICAL,C,12000,13.48,0.13,N,13,0,0.37042055827890813,0,1,Approve,Reject,741246.5575000001,3426.638994418859,1617.6,-1617.6,-1617.6,0.0
22,16800,RENT,2.0,DEBTCONSOLIDATION,C,4000,14.27,0.24,N,4,1,0.8732663033224277,1,1,Reject,Reject,741246.5575000001,3420.7256192261525,570.8,4000.0,0.0,0.0
23,60000,RENT,4.0,PERSONAL,C,5000,13.98,0.08,Y,2,0,0.31534378753455633,0,0,Approve,Approve,741246.5575000001,1098.1442451594367,699.0,-699.0,-699.0,-699.0
22,46800,OWN,4.0,EDUCATION,A,11500,7.51,0.25,N,4,0,0.06283472685893703,0,0,Approve,Approve,741246.5575000001,-86.78342927050335,863.65,-863.65,-863.65,-863.65
23,52000,RENT,7.0,VENTURE,C,15000,14.26,0.29,N,3,0,0.5911059548691675,1,1,Reject,Reject,741246.5575000001,7991.9649605026625,2139.0,-2139.0,0.0,0.0
38,33000,RENT,2.0,VENTURE,D,2000,16.89,0.06,N,14,1,0.6977742638275684,1,0,Reject,Approve,741246.5575000001,1293.4566739760894,337.8,2000.0,0.0,2000.0
23,75000,RENT,3.0,PERSONAL,B,10000,11.86,0.13,N,2,0,0.25968150581243576,0,1,Approve,Reject,741246.5575000001,1718.7973240179065,1186.0,-1186.0,-1186.0,0.0
24,45000,RENT,0.0,MEDICAL,A,3600,6.91,0.08,N,4,0,0.21494942035511017,0,0,Approve,Approve,741246.5575000001,578.5287310859338,248.76,-248.76,-248.76,-248.76
23,79200,MORTGAGE,6.0,EDUCATION,A,8000,7.88,0.1,N,4,0,0.06931525013381885,0,0,Approve,Approve,741246.5575000001,-32.181665245089675,630.4,-630.4,-630.4,-630.4
24,54000,RENT,6.0,DEBTCONSOLIDATION,A,16000,,0.3,N,4,0,0.665575903799744,1,1,Reject,Reject,741246.5575000001,10061.163130037374,,,0.0,0.0
21,27000,MORTGAGE,3.0,MEDICAL,C,9600,13.49,0.36,Y,2,0,0.8840733304959028,1,1,Reject,Reject,741246.5575000001,8336.97429868608,1295.04,-1295.04,0.0,0.0
23,89000,RENT,8.0,DEBTCONSOLIDATION,D,8000,14.74,0.09,N,3,1,0.8321745186622579,1,1,Reject,Reject,741246.5575000001,6459.496341704598,1179.2,8000.0,0.0,0.0
27,47500,MORTGAGE,5.0,MEDICAL,A,13000,7.88,0.27,N,8,1,0.4081362987044747,0,1,Approve,Reject,741246.5575000001,4699.466707551035,1024.4,13000.0,13000.0,0.0
29,48000,MORTGAGE,13.0,PERSONAL,A,6625,8.49,0.14,N,9,0,0.1619568563560202,0,0,Approve,Approve,741246.5575000001,601.5963316767818,562.4625,-562.4625,-562.4625,-562.4625
23,56016,RENT,4.0,EDUCATION,E,5000,15.13,0.09,N,3,0,0.8233071658938681,1,1,Reject,Reject,741246.5575000001,3982.8677004680517,756.5,-756.5,0.0,0.0
24,37200,RENT,3.0,VENTURE,D,2000,,0.05,N,2,1,0.5803755705009084,1,0,Reject,Approve,741246.5575000001,1068.5176913979162,,2000.0,0.0,2000.0
23,87000,RENT,4.0,EDUCATION,C,2100,,0.02,N,2,0,0.16489336841684826,0,0,Approve,Approve,741246.5575000001,153.54181417230575,,,,
24,40000,RENT,2.0,VENTURE,C,9600,14.65,0.24,N,4,0,0.5722851333098282,1,1,Reject,Reject,741246.5575000001,4892.3990912612935,1406.4,-1406.4,0.0,0.0
22,23000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10625,7.51,0.46,N,4,0,0.9204561942567681,1,1,Reject,Reject,741246.5575000001,9716.376078482921,797.9375,-797.9375,0.0,0.0
24,70000,RENT,1.0,HOMEIMPROVEMENT,B,18000,9.88,0.26,N,2,0,0.5574505499927261,1,1,Reject,Reject,741246.5575000001,9247.079957976135,1778.4,-1778.4,0.0,0.0
35,77040,MORTGAGE,8.0,HOMEIMPROVEMENT,A,5900,5.99,0.08,N,7,0,0.1251032573526818,0,0,Approve,Approve,741246.5575000001,428.9119605618338,353.41,-353.41,-353.41,-353.41
45,70000,MORTGAGE,15.0,MEDICAL,A,10000,8.59,0.14,N,12,0,0.1584051389023951,0,0,Approve,Approve,741246.5575000001,861.1214033411084,859.0,-859.0,-859.0,-859.0
33,75000,MORTGAGE,6.0,MEDICAL,A,6000,7.51,0.08,N,8,0,0.10801933984118406,0,0,Approve,Approve,741246.5575000001,246.18955357954184,450.6,-450.6,-450.6,-450.6
27,90000,MORTGAGE,6.0,MEDICAL,A,24400,8.9,0.27,N,10,0,0.18417118130180712,0,1,Approve,Reject,741246.5575000001,2722.122961079098,2171.6,-2171.6,-2171.6,0.0
32,47004,RENT,7.0,HOMEIMPROVEMENT,C,12000,12.53,0.26,N,5,1,0.7953760107614006,1,1,Reject,Reject,741246.5575000001,9236.839498917649,1503.6,12000.0,0.0,0.0
25,80000,RENT,9.0,VENTURE,C,23000,,0.29,N,2,0,0.3319968973774206,0,1,Approve,Reject,741246.5575000001,5947.4171971815795,,,,0.0
23,44390,OWN,3.0,EDUCATION,B,14300,10.99,0.32,N,2,0,0.16605385199647005,0,0,Approve,Approve,741246.5575000001,1063.9653357316142,1571.57,-1571.57,-1571.57,-1571.57
25,32004,RENT,0.0,MEDICAL,C,7200,12.84,0.22,N,4,0,0.7483507812879511,1,1,Reject,Reject,741246.5575000001,5155.480955558332,924.48,-924.48,0.0,0.0
22,85000,MORTGAGE,6.0,PERSONAL,A,12500,,0.15,N,2,0,0.12315010503782409,0,0,Approve,Approve,741246.5575000001,334.803769768512,,,,
24,51630,RENT,0.0,MEDICAL,B,4900,9.99,0.09,N,3,0,0.3012996601030314,0,0,Approve,Approve,741246.5575000001,1134.3475311218886,489.51,-489.51,-489.51,-489.51
29,30000,MORTGAGE,0.0,VENTURE,C,6600,13.85,0.22,N,8,0,0.4113667789472301,0,1,Approve,Reject,741246.5575000001,2176.9511136873816,914.1,-914.1,-914.1,0.0
31,90000,MORTGAGE,3.0,VENTURE,C,16500,12.61,0.18,N,6,0,0.12114906927284312,0,0,Approve,Approve,741246.5575000001,170.37845398445256,2080.65,-2080.65,-2080.65,-2080.65
25,30000,OWN,9.0,VENTURE,A,10000,,0.33,N,2,0,0.1662318365073442,0,0,Approve,Approve,741246.5575000001,746.0071533950131,,,,
27,33000,RENT,2.0,MEDICAL,D,7500,15.65,0.23,Y,7,1,0.9637521287533806,1,1,Reject,Reject,741246.5575000001,7185.595026774634,1173.75,7500.0,0.0,0.0
28,270300,MORTGAGE,3.0,MEDICAL,E,25000,17.88,0.08,N,6,1,0.3843895430465566,0,1,Approve,Reject,741246.5575000001,6857.959833582023,4470.0,25000.0,25000.0,0.0
21,50000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,5375,7.49,0.11,N,3,0,0.17953558689797441,0,0,Approve,Approve,741246.5575000001,634.6950626669008,402.5875,-402.5875,-402.5875,-402.5875
25,34800,RENT,0.0,MEDICAL,C,1000,13.98,0.03,Y,3,0,0.3336389682219674,0,0,Approve,Approve,741246.5575000001,240.48169597939847,139.8,-139.8,-139.8,-139.8
22,36000,MORTGAGE,2.0,VENTURE,B,7750,9.99,0.22,N,4,0,0.263827856512891,0,0,Approve,Approve,741246.5575000001,1474.703010183598,774.225,-774.225,-774.225,-774.225
25,90000,MORTGAGE,7.0,VENTURE,A,11000,9.32,0.12,N,3,0,0.051478550154318126,0,0,Approve,Approve,741246.5575000001,-406.1601386842939,1025.2,-1025.2,-1025.2,-1025.2
24,35713,RENT,1.0,MEDICAL,C,6150,11.03,0.17,Y,3,0,0.5923926175028348,1,1,Reject,Reject,741246.5575000001,3366.7161677623944,678.345,-678.345,0.0,0.0
22,75000,MORTGAGE,4.0,EDUCATION,C,15000,13.61,0.2,N,4,0,0.24802239006543447,0,1,Approve,Reject,741246.5575000001,2185.1735603001016,2041.5,-2041.5,-2041.5,0.0
24,37000,RENT,8.0,MEDICAL,A,6000,6.76,0.16,N,4,0,0.3800403358748128,0,1,Approve,Reject,741246.5575000001,2028.7863754797008,405.6,-405.6,-405.6,0.0
35,73000,RENT,0.0,HOMEIMPROVEMENT,D,15000,15.57,0.21,N,8,1,0.92580297373182,1,1,Reject,Reject,741246.5575000001,13713.757451127965,2335.5,15000.0,0.0,0.0
32,26400,RENT,12.0,VENTURE,A,12000,6.17,0.45,N,9,1,0.8377905862383614,1,1,Reject,Reject,741246.5575000001,9933.38718491122,740.4,12000.0,0.0,0.0
29,225000,OWN,11.0,PERSONAL,B,24250,,0.11,N,7,0,0.006463810923162893,0,0,Approve,Approve,741246.5575000001,-2491.1010442172515,,,,
28,85100,MORTGAGE,12.0,EDUCATION,A,8000,7.51,0.09,N,8,0,0.06113808868779624,0,0,Approve,Approve,741246.5575000001,-74.96352681400214,600.8,-600.8,-600.8,-600.8
30,53000,RENT,4.0,DEBTCONSOLIDATION,A,12000,6.03,0.23,N,5,0,0.4574973704591787,0,1,Approve,Reject,741246.5575000001,5097.413542774406,723.6,-723.6,-723.6,0.0
26,43000,MORTGAGE,9.0,PERSONAL,A,8800,5.42,0.2,N,3,0,0.20869105030289126,0,0,Approve,Approve,741246.5575000001,1459.05852601791,476.96,-476.96,-476.96,-476.96
22,22000,MORTGAGE,3.0,VENTURE,A,6500,,0.3,N,4,0,0.49334680709432555,0,1,Approve,Reject,741246.5575000001,2844.8265377609478,,,,0.0
24,39000,RENT,0.0,EDUCATION,A,15000,9.63,0.38,N,4,1,0.7286442238699934,1,1,Reject,Reject,741246.5575000001,10537.689939430105,1444.5,15000.0,0.0,0.0
28,30000,OWN,1.0,HOMEIMPROVEMENT,C,7500,12.98,0.25,N,8,0,0.3679742199658256,0,1,Approve,Reject,741246.5575000001,2144.5295528804227,973.5,-973.5,-973.5,0.0
24,40000,RENT,4.0,MEDICAL,B,8000,9.63,0.2,N,3,0,0.5604865310426416,1,1,Reject,Reject,741246.5575000001,4145.2910718563835,770.4,-770.4,0.0,0.0
24,91000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,15000,7.88,0.16,N,2,0,0.13515044888741493,0,0,Approve,Approve,741246.5575000001,1005.0045638961483,1182.0,-1182.0,-1182.0,-1182.0
23,51996,RENT,1.0,DEBTCONSOLIDATION,B,3000,10.37,0.06,N,2,0,0.2962558293330787,0,0,Approve,Approve,741246.5575000001,669.8326765047569,311.09999999999997,-311.09999999999997,-311.09999999999997,-311.09999999999997
31,82116,MORTGAGE,12.0,HOMEIMPROVEMENT,C,2800,12.68,0.03,Y,9,0,0.218760222797986,0,0,Approve,Approve,741246.5575000001,335.1572533365578,355.04,-355.04,-355.04,-355.04
23,140000,MORTGAGE,4.0,PERSONAL,A,12000,5.42,0.09,N,3,0,0.04458645269400466,0,0,Approve,Approve,741246.5575000001,-86.36353883976346,650.4,-650.4,-650.4,-650.4
23,58000,MORTGAGE,7.0,PERSONAL,D,16500,,0.28,Y,4,1,0.8471152218003261,1,1,Reject,Reject,741246.5575000001,13700.167547157002,,16500.0,0.0,0.0
25,120000,RENT,1.0,HOMEIMPROVEMENT,A,12000,,0.1,N,3,0,0.2073708873783018,0,0,Approve,Approve,741246.5575000001,1443.1313748141263,,,,
24,29000,RENT,4.0,HOMEIMPROVEMENT,B,8000,12.42,0.28,N,2,1,0.8496359008610265,1,1,Reject,Reject,741246.5575000001,6647.685437983728,993.6,8000.0,0.0,0.0
24,24000,RENT,8.0,MEDICAL,B,2000,,0.08,N,3,0,0.36199083010672994,0,0,Approve,Approve,741246.5575000001,583.7472446709191,,,,
25,33280,RENT,1.0,MEDICAL,B,5500,,0.17,N,4,0,0.5491068385721307,1,1,Reject,Reject,741246.5575000001,2747.5452407216435,,,0.0,0.0
25,70000,MORTGAGE,6.0,VENTURE,A,14000,5.42,0.2,N,2,0,0.07658626372589125,0,0,Approve,Approve,741246.5575000001,371.5213490776838,758.8,-758.8,-758.8,-758.8
29,120000,MORTGAGE,2.0,EDUCATION,A,5000,7.68,0.04,N,6,0,0.04394736490106253,0,0,Approve,Approve,741246.5575000001,-147.38738737267926,384.0,-384.0,-384.0,-384.0
30,53000,RENT,4.0,DEBTCONSOLIDATION,A,12000,6.03,0.23,N,7,0,0.4577137711364269,0,1,Approve,Reject,741246.5575000001,5100.166938431441,723.6,-723.6,-723.6,0.0
23,113000,MORTGAGE,0.0,VENTURE,G,19750,21.21,0.17,N,4,1,0.9823953870891992,1,1,Reject,Reject,741246.5575000001,19328.56361164366,4188.975,19750.0,0.0,0.0
27,93000,RENT,11.0,HOMEIMPROVEMENT,A,12000,8.9,0.13,N,8,0,0.25549948320301163,0,1,Approve,Reject,741246.5575000001,2270.867246496956,1068.0,-1068.0,-1068.0,0.0
37,101644,RENT,13.0,VENTURE,B,14000,,0.14,N,13,0,0.12163038176268183,0,0,Approve,Approve,741246.5575000001,351.365850057608,,,,
34,50000,MORTGAGE,7.0,HOMEIMPROVEMENT,D,5000,,0.1,N,10,0,0.7748517341686721,1,1,Reject,Reject,741246.5575000001,3750.539698769046,,,0.0,0.0
27,81000,RENT,4.0,VENTURE,B,6000,11.86,0.07,N,10,0,0.11911841572125308,0,0,Approve,Approve,741246.5575000001,87.87515895476201,711.6,-711.6,-711.6,-711.6
24,50000,RENT,3.0,MEDICAL,B,8000,12.42,0.16,N,2,0,0.48061091872031325,0,1,Approve,Reject,741246.5575000001,3328.822358603009,993.6,-993.6,-993.6,0.0
22,45000,RENT,6.0,PERSONAL,A,4000,7.9,0.09,N,2,0,0.19028734559330915,0,0,Approve,Approve,741246.5575000001,505.2801835807222,316.0,-316.0,-316.0,-316.0
32,120000,MORTGAGE,16.0,VENTURE,B,25000,10.99,0.21,N,6,0,0.05532745779901656,0,0,Approve,Approve,741246.5575000001,-1212.301364721788,2747.5,-2747.5,-2747.5,-2747.5
28,54000,RENT,1.0,MEDICAL,D,2000,14.42,0.04,N,7,1,0.798611241381269,1,0,Reject,Approve,741246.5575000001,1539.141964776896,288.4,2000.0,0.0,2000.0
22,34500,RENT,3.0,EDUCATION,D,12000,14.84,0.35,Y,2,1,0.9766215818288004,1,1,Reject,Reject,741246.5575000001,11677.826694866333,1780.8,12000.0,0.0,0.0
25,54000,RENT,,PERSONAL,D,12000,16.77,0.22,N,4,1,0.9234422190388271,1,1,Reject,Reject,741246.5575000001,10927.24175005966,2012.4,12000.0,0.0,0.0
23,48000,OWN,0.0,VENTURE,E,15750,16.35,0.33,N,3,0,0.7213446168606598,1,1,Reject,Reject,741246.5575000001,10643.605272048699,2575.1250000000005,-2575.1250000000005,0.0,0.0
32,40100,RENT,3.0,MEDICAL,C,7175,12.99,0.18,Y,6,0,0.6288077418313772,1,1,Reject,Reject,741246.5575000001,4165.732299278585,932.0325,-932.0325,0.0,0.0
24,135000,RENT,6.0,MEDICAL,B,14400,12.69,0.11,N,4,0,0.20950936679138898,0,0,Approve,Approve,741246.5575000001,1572.423918295914,1827.36,-1827.36,-1827.36,-1827.36
31,85000,RENT,6.0,MEDICAL,B,22000,11.58,0.26,N,5,0,0.42132292794974513,0,1,Approve,Reject,741246.5575000001,7794.866706139163,2547.6,-2547.6,-2547.6,0.0
35,72000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,10750,7.51,0.15,N,9,0,0.1669226034982932,0,0,Approve,Approve,741246.5575000001,1121.8537784759112,807.325,-807.325,-807.325,-807.325
32,68000,MORTGAGE,1.0,MEDICAL,B,6100,10.25,0.09,N,7,0,0.17045362310427056,0,0,Approve,Approve,741246.5575000001,521.0932287819955,625.25,-625.25,-625.25,-625.25
30,48996,MORTGAGE,14.0,EDUCATION,C,1200,14.35,0.02,N,7,1,0.12974228117504635,0,0,Approve,Approve,741246.5575000001,5.832358228398618,172.2,1200.0,1200.0,1200.0
30,69000,MORTGAGE,13.0,VENTURE,B,10000,9.99,0.14,N,9,0,0.09525877769947846,0,0,Approve,Approve,741246.5575000001,48.75129591656355,999.0,-999.0,-999.0,-999.0
26,170000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,20000,10.37,0.12,N,3,0,0.08739223426518176,0,0,Approve,Approve,741246.5575000001,-144.90382083037775,2073.9999999999995,-2073.9999999999995,-2073.9999999999995,-2073.9999999999995
22,80000,MORTGAGE,6.0,EDUCATION,B,16000,11.99,0.2,N,3,0,0.16542024084152826,0,0,Approve,Approve,741246.5575000001,1045.6660434948399,1918.4,-1918.4,-1918.4,-1918.4
30,54000,RENT,1.0,EDUCATION,A,12000,6.62,0.22,N,6,1,0.2721120687333938,0,1,Approve,Reject,741246.5575000001,2687.1106522025334,794.4,12000.0,12000.0,0.0
24,40000,RENT,0.0,EDUCATION,B,3600,10.59,0.09,N,2,0,0.22263934496025822,0,0,Approve,Approve,741246.5575000001,505.1406657295785,381.24,-381.24,-381.24,-381.24
28,62000,MORTGAGE,8.0,PERSONAL,B,5000,10.25,0.08,N,6,0,0.13032511826813353,0,0,Approve,Approve,741246.5575000001,205.91721445308616,512.5,-512.5,-512.5,-512.5
21,35550,RENT,3.0,PERSONAL,C,5000,,0.14,N,4,0,0.4594987678952145,0,1,Approve,Reject,741246.5575000001,2000.4884124344928,,,,0.0
23,69360,MORTGAGE,,MEDICAL,B,9600,,0.12,N,4,1,0.18571369587054853,0,0,Approve,Approve,741246.5575000001,923.7468580485295,,9600.0,9600.0,9600.0
32,49268,RENT,11.0,VENTURE,A,12000,5.79,0.24,N,6,0,0.24868887835925796,0,1,Approve,Reject,741246.5575000001,2462.255572995108,694.8,-694.8,-694.8,0.0
25,35000,RENT,2.0,EDUCATION,A,2700,7.88,0.08,N,2,0,0.15273381485626264,0,0,Approve,Approve,741246.5575000001,232.1169465607276,212.76,-212.76,-212.76,-212.76
30,42000,RENT,5.0,MEDICAL,B,8000,10.0,0.19,N,5,0,0.5328346530043735,1,1,Reject,Reject,741246.5575000001,3888.944946438487,800.0,-800.0,0.0,0.0
21,14400,RENT,2.0,VENTURE,D,1825,15.62,0.13,N,2,1,0.8456184444224153,1,0,Reject,Approve,741246.5575000001,1499.2448829301836,285.065,1825.0,0.0,1825.0
22,63000,MORTGAGE,6.0,EDUCATION,A,3700,5.42,0.06,N,4,0,0.055276303116222794,0,0,Approve,Approve,741246.5575000001,15.067431356951658,200.54,-200.54,-200.54,-200.54
27,90000,RENT,0.0,DEBTCONSOLIDATION,A,20000,6.54,0.22,N,9,0,0.24811405636033113,0,1,Approve,Reject,741246.5575000001,3978.814312925936,1308.0,-1308.0,-1308.0,0.0
35,80000,RENT,0.0,DEBTCONSOLIDATION,B,7050,8.88,0.09,N,5,0,0.2627126857303155,0,0,Approve,Approve,741246.5575000001,1390.5530841733307,626.0400000000001,-626.0400000000001,-626.0400000000001,-626.0400000000001
25,155004,MORTGAGE,9.0,HOMEIMPROVEMENT,A,10500,7.49,0.07,N,2,0,0.0841129821411049,0,0,Approve,Approve,741246.5575000001,162.88696728647324,786.45,-786.45,-786.45,-786.45
22,87000,MORTGAGE,6.0,EDUCATION,B,1500,10.99,0.02,N,4,0,0.07785304781209236,0,0,Approve,Approve,741246.5575000001,-35.236353350038044,164.85,-164.85,-164.85,-164.85
25,175000,RENT,4.0,HOMEIMPROVEMENT,D,10000,15.05,0.06,Y,4,0,0.7532013132422591,1,1,Reject,Reject,741246.5575000001,7160.581108852191,1505.0,-1505.0,0.0,0.0
25,72000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,10000,14.27,0.14,N,3,1,0.3589240348949534,0,1,Approve,Reject,741246.5575000001,2674.4249467446325,1427.0,10000.0,10000.0,0.0
29,92000,RENT,2.0,PERSONAL,C,20000,13.72,0.22,Y,8,0,0.35813275672861566,0,1,Approve,Reject,741246.5575000001,5401.371419035635,2744.0,-2744.0,-2744.0,0.0
27,33200,RENT,0.0,MEDICAL,B,10000,11.71,0.3,N,5,0,0.809366376033916,1,1,Reject,Reject,741246.5575000001,7870.431786674876,1171.0000000000002,-1171.0000000000002,0.0,0.0
27,235000,MORTGAGE,5.0,VENTURE,C,28000,15.96,0.12,N,5,0,0.025333579083375433,0,0,Approve,Approve,741246.5575000001,-3646.2490874577006,4468.8,-4468.8,-4468.8,-4468.8
39,38604,RENT,9.0,MEDICAL,B,9500,10.62,0.25,N,11,0,0.6882976896529479,1,1,Reject,Reject,741246.5575000001,6224.3515907938645,1008.8999999999999,-1008.8999999999999,0.0,0.0
26,19392,RENT,7.0,DEBTCONSOLIDATION,C,1900,,0.1,Y,3,0,0.5148592480319336,1,0,Reject,Approve,741246.5575000001,876.930330842222,,,0.0,
23,24000,RENT,2.0,MEDICAL,B,2800,11.49,0.12,N,4,1,0.4691624299737685,0,0,Approve,Approve,741246.5575000001,1142.8737408977124,321.72,2800.0,2800.0,2800.0
29,153000,RENT,1.0,DEBTCONSOLIDATION,B,17600,8.7,0.12,N,7,0,0.1517688912370482,0,0,Approve,Approve,741246.5575000001,1372.3210120342167,1531.2,-1531.2,-1531.2,-1531.2
28,75000,RENT,0.0,VENTURE,A,6000,7.49,0.08,N,6,0,0.0794539731823983,0,0,Approve,Approve,741246.5575000001,63.03045464255962,449.4,-449.4,-449.4,-449.4
31,90000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,12000,13.48,0.13,N,10,0,0.29300135075882794,0,1,Approve,Reject,741246.5575000001,2372.3751940934153,1617.6,-1617.6,-1617.6,0.0
48,185000,MORTGAGE,2.0,VENTURE,F,10000,20.62,0.05,N,14,0,0.5299532784344136,1,1,Reject,Reject,741246.5575000001,4330.296444475897,2062.0,-2062.0,0.0,0.0
27,150000,MORTGAGE,4.0,VENTURE,C,6000,13.49,0.04,N,6,0,0.07143955204122752,0,0,Approve,Approve,741246.5575000001,-322.9395143304652,809.4,-809.4,-809.4,-809.4
24,65000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,5500,5.79,0.08,N,3,0,0.13091750163099575,0,0,Approve,Approve,741246.5575000001,443.28693736486724,318.45,-318.45,-318.45,-318.45
26,90000,MORTGAGE,10.0,EDUCATION,A,1000,6.17,0.01,N,4,0,0.04225998260310126,0,0,Approve,Approve,741246.5575000001,-16.832576470287393,61.7,-61.7,-61.7,-61.7
26,37000,RENT,10.0,PERSONAL,B,6300,10.99,0.17,N,3,0,0.45287528051686904,0,1,Approve,Reject,741246.5575000001,2474.3015252277396,692.37,-692.37,-692.37,0.0
35,35000,MORTGAGE,,EDUCATION,B,4000,9.63,0.11,N,8,0,0.14964846802251788,0,0,Approve,Approve,741246.5575000001,271.0384619723453,385.2,-385.2,-385.2,-385.2
23,40000,MORTGAGE,7.0,PERSONAL,B,4000,10.99,0.1,N,4,0,0.18471039679244766,0,0,Approve,Approve,741246.5575000001,380.44027759975063,439.6,-439.6,-439.6,-439.6
23,32004,RENT,3.0,EDUCATION,C,12300,,0.38,Y,3,1,0.8661061698153648,1,1,Reject,Reject,741246.5575000001,10472.112225900302,,12300.0,0.0,0.0
