person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,case_id,actual_default,default_prob,decision_score,profit_threshold,model_decision,default_05_decision,explanation_seed
26,59000,MORTGAGE,,VENTURE,A,7800,6.99,0.13,N,2,case_2183,0,0.06644703687685397,9.295141085459193,1670.0,approve,approve,"Applicant case_2183 was approve by the profit-based decision layer. The predicted default probability is 0.066. The decision score is 9.30, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
42,32000,MORTGAGE,0.0,PERSONAL,B,10000,10.59,0.31,N,12,case_2184,1,0.6201271326919279,5798.985960440031,1670.0,reject,reject,"Applicant case_2184 was reject by the profit-based decision layer. The predicted default probability is 0.620. The decision score is 5798.99, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
29,200000,MORTGAGE,9.0,MEDICAL,B,6000,,0.03,N,8,case_2185,0,0.10197977632730611,19.72412247406237,1670.0,approve,approve,"Applicant case_2185 was approve by the profit-based decision layer. The predicted default probability is 0.102. The decision score is 19.72, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
27,82000,RENT,,DEBTCONSOLIDATION,B,19200,9.99,0.23,N,8,case_2186,0,0.40311142836162084,6594.859393054978,1670.0,reject,approve,"Applicant case_2186 was reject by the profit-based decision layer. The predicted default probability is 0.403. The decision score is 6594.86, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,95000,RENT,4.0,EDUCATION,B,12000,9.63,0.13,N,4,case_2187,0,0.16205213763970772,976.2931019329388,1670.0,approve,approve,"Applicant case_2187 was approve by the profit-based decision layer. The predicted default probability is 0.162. The decision score is 976.29, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
32,85000,RENT,5.0,MEDICAL,B,12800,10.75,0.15,N,7,case_2188,0,0.3041915263747059,2936.219077887831,1670.0,reject,approve,"Applicant case_2188 was reject by the profit-based decision layer. The predicted default probability is 0.304. The decision score is 2936.22, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
44,40000,MORTGAGE,8.0,VENTURE,A,8000,6.62,0.2,N,13,case_2189,0,0.14032598501467317,667.3245217811562,1670.0,approve,approve,"Applicant case_2189 was approve by the profit-based decision layer. The predicted default probability is 0.140. The decision score is 667.32, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
30,130000,MORTGAGE,3.0,EDUCATION,C,33250,13.06,0.26,Y,5,case_2190,0,0.08525400066724609,-1137.5432426165844,1670.0,approve,approve,"Applicant case_2190 was approve by the profit-based decision layer. The predicted default probability is 0.085. The decision score is -1137.54, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
28,86004,MORTGAGE,12.0,VENTURE,B,3000,9.99,0.03,N,5,case_2191,0,0.051038086506246354,-131.28962595533892,1670.0,approve,approve,"Applicant case_2191 was approve by the profit-based decision layer. The predicted default probability is 0.051. The decision score is -131.29, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
48,83500,RENT,7.0,EDUCATION,A,10200,5.79,0.12,N,14,case_2192,0,0.10486856021910156,541.0125885290329,1670.0,approve,approve,"Applicant case_2192 was approve by the profit-based decision layer. The predicted default probability is 0.105. The decision score is 541.01, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
24,48000,MORTGAGE,4.0,EDUCATION,A,5000,5.99,0.1,N,2,case_2193,0,0.08004074424844777,124.675924144649,1670.0,approve,approve,"Applicant case_2193 was approve by the profit-based decision layer. The predicted default probability is 0.080. The decision score is 124.68, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
44,36000,RENT,0.0,PERSONAL,B,16000,11.49,0.44,N,13,case_2194,1,0.902566196626005,14261.936841893326,1670.0,reject,reject,"Applicant case_2194 was reject by the profit-based decision layer. The predicted default probability is 0.903. The decision score is 14261.94, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
41,200000,MORTGAGE,2.0,VENTURE,B,1000,10.38,0.01,N,13,case_2195,0,0.04961357405605617,-49.03653695692522,1670.0,approve,approve,"Applicant case_2195 was approve by the profit-based decision layer. The predicted default probability is 0.050. The decision score is -49.04, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
29,100000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,4800,5.79,0.05,N,9,case_2196,0,0.08656832979163015,161.66705321551458,1670.0,approve,approve,"Applicant case_2196 was approve by the profit-based decision layer. The predicted default probability is 0.087. The decision score is 161.67, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,30000,RENT,1.0,MEDICAL,B,14000,11.26,0.47,N,3,case_2197,1,0.9610637942831708,13393.51408527238,1670.0,reject,reject,"Applicant case_2197 was reject by the profit-based decision layer. The predicted default probability is 0.961. The decision score is 13393.51, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
22,106000,MORTGAGE,6.0,VENTURE,A,35000,,0.33,N,2,case_2198,0,0.06765057581946653,-1218.5119064290934,1670.0,approve,approve,"Applicant case_2198 was approve by the profit-based decision layer. The predicted default probability is 0.068. The decision score is -1218.51, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
30,60600,MORTGAGE,1.0,EDUCATION,A,3000,7.12,0.05,N,6,case_2199,0,0.05638900899887768,-32.38828068120668,1670.0,approve,approve,"Applicant case_2199 was approve by the profit-based decision layer. The predicted default probability is 0.056. The decision score is -32.39, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
49,115000,RENT,16.0,PERSONAL,B,10000,10.37,0.09,N,17,case_2200,0,0.16180608592566878,748.8537703616064,1670.0,approve,approve,"Applicant case_2200 was approve by the profit-based decision layer. The predicted default probability is 0.162. The decision score is 748.85, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
29,85155,RENT,13.0,HOMEIMPROVEMENT,D,20000,14.61,0.23,N,6,case_2201,0,0.9059302897136504,17843.734100816295,1670.0,reject,reject,"Applicant case_2201 was reject by the profit-based decision layer. The predicted default probability is 0.906. The decision score is 17843.73, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
26,60000,RENT,3.0,MEDICAL,A,7000,6.91,0.12,N,2,case_2202,0,0.2456211637470678,1354.4551031339313,1670.0,approve,approve,"Applicant case_2202 was approve by the profit-based decision layer. The predicted default probability is 0.246. The decision score is 1354.46, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
34,180000,MORTGAGE,9.0,EDUCATION,C,12900,12.99,0.07,Y,7,case_2203,0,0.0678639434167077,-686.5448413016596,1670.0,approve,approve,"Applicant case_2203 was approve by the profit-based decision layer. The predicted default probability is 0.068. The decision score is -686.54, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
25,75000,RENT,4.0,MEDICAL,A,7000,7.49,0.09,N,2,case_2204,0,0.18930805951513688,900.1106322097444,1670.0,approve,approve,"Applicant case_2204 was approve by the profit-based decision layer. The predicted default probability is 0.189. The decision score is 900.11, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
21,52240,RENT,5.0,MEDICAL,E,18000,19.69,0.34,N,2,case_2205,1,0.9867514764374382,17714.571158663453,1670.0,reject,reject,"Applicant case_2205 was reject by the profit-based decision layer. The predicted default probability is 0.987. The decision score is 17714.57, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
22,53000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,7750,7.14,0.15,N,4,case_2206,0,0.21851289990326514,1261.0390874117766,1670.0,approve,approve,"Applicant case_2206 was approve by the profit-based decision layer. The predicted default probability is 0.219. The decision score is 1261.04, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
29,57000,MORTGAGE,13.0,HOMEIMPROVEMENT,A,6000,9.32,0.11,N,5,case_2207,0,0.21374407365568918,842.7901279223963,1670.0,approve,approve,"Applicant case_2207 was approve by the profit-based decision layer. The predicted default probability is 0.214. The decision score is 842.79, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,61104,RENT,6.0,EDUCATION,B,6000,,0.1,N,4,case_2208,0,0.21390490484048436,765.0783232947215,1670.0,approve,approve,"Applicant case_2208 was approve by the profit-based decision layer. The predicted default probability is 0.214. The decision score is 765.08, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
30,61000,RENT,4.0,MEDICAL,C,4800,14.79,0.08,N,10,case_2209,0,0.4238976480577897,1625.7221289865765,1670.0,approve,approve,"Applicant case_2209 was approve by the profit-based decision layer. The predicted default probability is 0.424. The decision score is 1625.72, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,47000,RENT,1.0,PERSONAL,C,15000,12.04,0.32,Y,2,case_2210,1,0.7525436135316187,10841.247969012384,1670.0,reject,reject,"Applicant case_2210 was reject by the profit-based decision layer. The predicted default probability is 0.753. The decision score is 10841.25, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
26,57000,RENT,0.0,MEDICAL,B,12000,10.99,0.21,N,4,case_2211,0,0.5069083326137339,5432.610700415799,1670.0,reject,reject,"Applicant case_2211 was reject by the profit-based decision layer. The predicted default probability is 0.507. The decision score is 5432.61, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
49,75000,MORTGAGE,21.0,DEBTCONSOLIDATION,D,15600,17.27,0.21,N,11,case_2212,1,0.8690972426029624,13205.249247847707,1670.0,reject,reject,"Applicant case_2212 was reject by the profit-based decision layer. The predicted default probability is 0.869. The decision score is 13205.25, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
31,24000,RENT,0.0,DEBTCONSOLIDATION,B,5000,10.99,0.21,N,6,case_2213,1,0.7055766442654551,3366.097587351143,1670.0,reject,reject,"Applicant case_2213 was reject by the profit-based decision layer. The predicted default probability is 0.706. The decision score is 3366.10, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
28,99996,MORTGAGE,6.0,VENTURE,A,10000,5.42,0.1,N,8,case_2214,0,0.033956214079240585,-184.03359117664587,1670.0,approve,approve,"Applicant case_2214 was approve by the profit-based decision layer. The predicted default probability is 0.034. The decision score is -184.03, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
25,55000,MORTGAGE,9.0,VENTURE,C,3600,11.34,0.07,Y,4,case_2215,0,0.10368661001793705,7.360817738295964,1670.0,approve,approve,"Applicant case_2215 was approve by the profit-based decision layer. The predicted default probability is 0.104. The decision score is 7.36, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
27,40000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,14675,12.69,0.37,N,10,case_2216,0,0.8313537315588768,11886.053232375023,1670.0,reject,reject,"Applicant case_2216 was reject by the profit-based decision layer. The predicted default probability is 0.831. The decision score is 11886.05, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
23,37200,MORTGAGE,7.0,HOMEIMPROVEMENT,B,7000,10.59,0.19,N,2,case_2217,1,0.48348871786537545,3001.531211611231,1670.0,reject,approve,"Applicant case_2217 was reject by the profit-based decision layer. The predicted default probability is 0.483. The decision score is 3001.53, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
42,64000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,2300,6.99,0.04,N,12,case_2218,0,0.09976639981338085,84.73216366877318,1670.0,approve,approve,"Applicant case_2218 was approve by the profit-based decision layer. The predicted default probability is 0.100. The decision score is 84.73, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
48,50016,OTHER,1.0,MEDICAL,B,10400,11.58,0.21,N,11,case_2219,0,0.48113804715249353,4378.959863332624,1670.0,reject,approve,"Applicant case_2219 was reject by the profit-based decision layer. The predicted default probability is 0.481. The decision score is 4378.96, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,56500,RENT,7.0,DEBTCONSOLIDATION,D,3000,14.84,0.05,Y,3,case_2220,1,0.8235584958047494,2392.1237297465223,1670.0,reject,reject,"Applicant case_2220 was reject by the profit-based decision layer. The predicted default probability is 0.824. The decision score is 2392.12, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
34,47300,MORTGAGE,3.0,MEDICAL,A,12000,7.88,0.25,N,8,case_2221,0,0.3654651319088737,3785.5654116395153,1670.0,reject,approve,"Applicant case_2221 was reject by the profit-based decision layer. The predicted default probability is 0.365. The decision score is 3785.57, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
30,75480,RENT,1.0,MEDICAL,C,25000,15.27,0.28,Y,9,case_2222,1,0.52454518874737,11298.580976727335,1670.0,reject,reject,"Applicant case_2222 was reject by the profit-based decision layer. The predicted default probability is 0.525. The decision score is 11298.58, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
22,28800,MORTGAGE,,PERSONAL,B,14500,9.88,0.5,N,2,case_2223,0,0.9233667225577104,13279.032643822977,1670.0,reject,reject,"Applicant case_2223 was reject by the profit-based decision layer. The predicted default probability is 0.923. The decision score is 13279.03, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
28,80500,MORTGAGE,4.0,DEBTCONSOLIDATION,A,6000,7.74,0.07,N,5,case_2224,0,0.10988612055267935,245.94783770074042,1670.0,approve,approve,"Applicant case_2224 was approve by the profit-based decision layer. The predicted default probability is 0.110. The decision score is 245.95, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
27,47000,RENT,1.0,MEDICAL,B,13000,10.99,0.28,N,5,case_2225,0,0.6956949638682198,8609.273925165384,1670.0,reject,reject,"Applicant case_2225 was reject by the profit-based decision layer. The predicted default probability is 0.696. The decision score is 8609.27, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
29,45000,OWN,13.0,PERSONAL,A,10000,7.88,0.22,N,10,case_2226,0,0.06679169495583931,-67.4511948164054,1670.0,approve,approve,"Applicant case_2226 was approve by the profit-based decision layer. The predicted default probability is 0.067. The decision score is -67.45, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
37,68000,OWN,20.0,VENTURE,A,7000,7.29,0.1,N,11,case_2227,0,0.011069568856315009,-427.16421701841745,1670.0,approve,approve,"Applicant case_2227 was approve by the profit-based decision layer. The predicted default probability is 0.011. The decision score is -427.16, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,26500,RENT,1.0,EDUCATION,C,2800,12.29,0.11,N,3,case_2228,0,0.3811033648372963,854.11471145224,1670.0,approve,approve,"Applicant case_2228 was approve by the profit-based decision layer. The predicted default probability is 0.381. The decision score is 854.11, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
30,24000,RENT,0.0,PERSONAL,B,5000,10.59,0.21,N,9,case_2229,0,0.5932963051649192,2751.1319194094203,1670.0,reject,reject,"Applicant case_2229 was reject by the profit-based decision layer. The predicted default probability is 0.593. The decision score is 2751.13, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
25,60000,RENT,9.0,MEDICAL,B,7000,10.36,0.12,N,4,case_2230,0,0.3536026565477892,2006.4512423629812,1670.0,reject,approve,"Applicant case_2230 was reject by the profit-based decision layer. The predicted default probability is 0.354. The decision score is 2006.45, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
25,36000,OWN,0.0,VENTURE,B,2400,12.21,0.07,N,2,case_2231,0,0.020054262267117016,-239.03306954416323,1670.0,approve,approve,"Applicant case_2231 was approve by the profit-based decision layer. The predicted default probability is 0.020. The decision score is -239.03, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
42,60000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,8850,10.37,0.15,N,16,case_2232,0,0.3011763873008122,2024.0691511755717,1670.0,reject,approve,"Applicant case_2232 was reject by the profit-based decision layer. The predicted default probability is 0.301. The decision score is 2024.07, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
28,69000,MORTGAGE,2.0,EDUCATION,A,10000,8.94,0.14,N,8,case_2233,0,0.09514684718424353,142.52975322514897,1670.0,approve,approve,"Applicant case_2233 was approve by the profit-based decision layer. The predicted default probability is 0.095. The decision score is 142.53, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,22800,RENT,,PERSONAL,B,9200,9.88,0.4,N,2,case_2234,1,0.915384729898202,8344.627619151728,1670.0,reject,reject,"Applicant case_2234 was reject by the profit-based decision layer. The predicted default probability is 0.915. The decision score is 8344.63, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
22,18000,OWN,1.0,EDUCATION,D,5400,15.31,0.3,Y,4,case_2235,1,0.8248594158552124,4309.445119082285,1670.0,reject,reject,"Applicant case_2235 was reject by the profit-based decision layer. The predicted default probability is 0.825. The decision score is 4309.45, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
22,88000,MORTGAGE,6.0,PERSONAL,B,16000,11.71,0.18,N,3,case_2236,0,0.16067024342448996,998.1556628719638,1670.0,approve,approve,"Applicant case_2236 was approve by the profit-based decision layer. The predicted default probability is 0.161. The decision score is 998.16, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
27,30000,RENT,5.0,PERSONAL,B,4975,10.37,0.17,N,10,case_2237,0,0.47023561243638107,2066.112751094018,1670.0,reject,approve,"Applicant case_2237 was reject by the profit-based decision layer. The predicted default probability is 0.470. The decision score is 2066.11, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
26,65004,MORTGAGE,10.0,HOMEIMPROVEMENT,B,5000,11.58,0.08,N,3,case_2238,0,0.23382445415556136,725.5066297338768,1670.0,approve,approve,"Applicant case_2238 was approve by the profit-based decision layer. The predicted default probability is 0.234. The decision score is 725.51, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
26,85000,MORTGAGE,3.0,EDUCATION,D,10000,14.09,0.12,N,2,case_2239,0,0.5881986631207995,5301.7585475452015,1670.0,reject,reject,"Applicant case_2239 was reject by the profit-based decision layer. The predicted default probability is 0.588. The decision score is 5301.76, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
24,200000,RENT,8.0,EDUCATION,A,10000,8.49,0.05,N,4,case_2240,0,0.06222801468079164,-173.88826872809148,1670.0,approve,approve,"Applicant case_2240 was approve by the profit-based decision layer. The predicted default probability is 0.062. The decision score is -173.89, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
56,150000,RENT,7.0,HOMEIMPROVEMENT,C,10000,13.49,0.07,N,20,case_2241,0,0.3054172018125249,2117.1798233703453,1670.0,reject,approve,"Applicant case_2241 was reject by the profit-based decision layer. The predicted default probability is 0.305. The decision score is 2117.18, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
41,51000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,14500,8.94,0.28,N,11,case_2242,0,0.4810000810858462,6301.721580856352,1670.0,reject,approve,"Applicant case_2242 was reject by the profit-based decision layer. The predicted default probability is 0.481. The decision score is 6301.72, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
39,82000,MORTGAGE,7.0,HOMEIMPROVEMENT,E,8000,19.42,0.1,Y,17,case_2243,0,0.8586000606871415,6649.1215397806745,1670.0,reject,reject,"Applicant case_2243 was reject by the profit-based decision layer. The predicted default probability is 0.859. The decision score is 6649.12, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
29,68000,MORTGAGE,11.0,EDUCATION,A,4000,5.99,0.06,N,5,case_2244,0,0.05625923859695996,-1.083332044328614,1670.0,approve,approve,"Applicant case_2244 was approve by the profit-based decision layer. The predicted default probability is 0.056. The decision score is -1.08, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
32,44500,OWN,3.0,EDUCATION,A,15000,7.51,0.34,N,5,case_2245,0,0.125820676196033,902.547134675326,1670.0,approve,approve,"Applicant case_2245 was approve by the profit-based decision layer. The predicted default probability is 0.126. The decision score is 902.55, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
33,57700,RENT,17.0,HOMEIMPROVEMENT,C,4000,,0.07,Y,7,case_2246,1,0.40856493036826963,1374.26486486297,1670.0,approve,approve,"Applicant case_2246 was approve by the profit-based decision layer. The predicted default probability is 0.409. The decision score is 1374.26, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,88512,MORTGAGE,6.0,EDUCATION,A,3000,5.79,0.03,N,2,case_2247,0,0.04256751713434298,-38.60347087073569,1670.0,approve,approve,"Applicant case_2247 was approve by the profit-based decision layer. The predicted default probability is 0.043. The decision score is -38.60, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,15708,RENT,,HOMEIMPROVEMENT,B,4000,11.12,0.25,N,3,case_2248,1,0.8422817685763662,3298.9740049682323,1670.0,reject,reject,"Applicant case_2248 was reject by the profit-based decision layer. The predicted default probability is 0.842. The decision score is 3298.97, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
31,100000,MORTGAGE,2.0,MEDICAL,A,5000,5.42,0.05,N,8,case_2249,0,0.0729363427560077,113.4474626669166,1670.0,approve,approve,"Applicant case_2249 was approve by the profit-based decision layer. The predicted default probability is 0.073. The decision score is 113.45, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
44,66000,MORTGAGE,13.0,PERSONAL,C,5000,13.48,0.08,Y,11,case_2250,0,0.1916342374470117,413.3326632743443,1670.0,approve,approve,"Applicant case_2250 was approve by the profit-based decision layer. The predicted default probability is 0.192. The decision score is 413.33, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
28,70000,MORTGAGE,0.0,VENTURE,B,5275,,0.08,N,5,case_2251,0,0.07493307129217128,-141.01016151162077,1670.0,approve,approve,"Applicant case_2251 was approve by the profit-based decision layer. The predicted default probability is 0.075. The decision score is -141.01, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
21,26784,MORTGAGE,,EDUCATION,A,2000,6.99,0.07,N,3,case_2252,1,0.07989323591004252,31.155546200308976,1670.0,approve,approve,"Applicant case_2252 was approve by the profit-based decision layer. The predicted default probability is 0.080. The decision score is 31.16, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
24,55000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,1600,13.79,0.03,N,2,case_2253,0,0.23569863866017973,208.4823694902696,1670.0,approve,approve,"Applicant case_2253 was approve by the profit-based decision layer. The predicted default probability is 0.236. The decision score is 208.48, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
22,60000,RENT,0.0,EDUCATION,B,15000,11.71,0.25,N,3,case_2254,0,0.42675183944754147,5394.367197702729,1670.0,reject,approve,"Applicant case_2254 was reject by the profit-based decision layer. The predicted default probability is 0.427. The decision score is 5394.37, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
28,52000,RENT,0.0,DEBTCONSOLIDATION,B,7000,,0.13,N,9,case_2255,0,0.41239718443530304,2434.7374450332,1670.0,reject,approve,"Applicant case_2255 was reject by the profit-based decision layer. The predicted default probability is 0.412. The decision score is 2434.74, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
24,50000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,9000,7.14,0.18,N,2,case_2256,0,0.291845577430817,2171.5501649343964,1670.0,reject,approve,"Applicant case_2256 was reject by the profit-based decision layer. The predicted default probability is 0.292. The decision score is 2171.55, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
30,69600,RENT,0.0,PERSONAL,D,15000,14.59,0.22,N,7,case_2257,1,0.8800195068458451,12937.715293419807,1670.0,reject,reject,"Applicant case_2257 was reject by the profit-based decision layer. The predicted default probability is 0.880. The decision score is 12937.72, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
44,39684,RENT,4.0,PERSONAL,B,6000,,0.15,N,15,case_2258,0,0.38133170918002895,1880.040384113485,1670.0,reject,approve,"Applicant case_2258 was reject by the profit-based decision layer. The predicted default probability is 0.381. The decision score is 1880.04, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
41,31000,RENT,5.0,MEDICAL,E,3700,16.32,0.12,N,17,case_2259,1,0.9363015669118152,3425.8521357377467,1670.0,reject,reject,"Applicant case_2259 was reject by the profit-based decision layer. The predicted default probability is 0.936. The decision score is 3425.85, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
21,25200,MORTGAGE,0.0,PERSONAL,C,6500,14.26,0.26,Y,2,case_2260,1,0.6813348351408521,4133.305687107595,1670.0,reject,reject,"Applicant case_2260 was reject by the profit-based decision layer. The predicted default probability is 0.681. The decision score is 4133.31, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
22,24605,OWN,3.0,EDUCATION,C,10000,,0.41,N,4,case_2261,0,0.5759782864668781,5293.78300149588,1670.0,reject,reject,"Applicant case_2261 was reject by the profit-based decision layer. The predicted default probability is 0.576. The decision score is 5293.78, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
24,57000,MORTGAGE,3.0,VENTURE,A,5500,8.0,0.1,N,3,case_2262,0,0.06209248152859963,-71.17065972011824,1670.0,approve,approve,"Applicant case_2262 was approve by the profit-based decision layer. The predicted default probability is 0.062. The decision score is -71.17, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
23,22800,RENT,5.0,EDUCATION,A,1775,6.99,0.08,N,4,case_2263,0,0.1591938605030549,178.24818265018774,1670.0,approve,approve,"Applicant case_2263 was approve by the profit-based decision layer. The predicted default probability is 0.159. The decision score is 178.25, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
29,72000,RENT,1.0,VENTURE,B,6000,9.63,0.08,N,5,case_2264,0,0.11340916721862968,168.18282013070223,1670.0,approve,approve,"Applicant case_2264 was approve by the profit-based decision layer. The predicted default probability is 0.113. The decision score is 168.18, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
24,40000,MORTGAGE,3.0,VENTURE,B,3200,10.99,0.08,N,2,case_2265,0,0.09234004161454763,-23.71772099844344,1670.0,approve,approve,"Applicant case_2265 was approve by the profit-based decision layer. The predicted default probability is 0.092. The decision score is -23.72, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
25,50000,MORTGAGE,0.0,VENTURE,E,8000,19.42,0.16,N,2,case_2266,0,0.8042100308863861,6129.500951076178,1670.0,reject,reject,"Applicant case_2266 was reject by the profit-based decision layer. The predicted default probability is 0.804. The decision score is 6129.50, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
22,98000,MORTGAGE,5.0,EDUCATION,D,25000,14.46,0.26,N,3,case_2267,0,0.6511875129155992,15018.73068207987,1670.0,reject,reject,"Applicant case_2267 was reject by the profit-based decision layer. The predicted default probability is 0.651. The decision score is 15018.73, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: reject."
38,42000,RENT,3.0,PERSONAL,B,2000,10.38,0.05,N,17,case_2268,0,0.20005653256433759,234.04480128903162,1670.0,approve,approve,"Applicant case_2268 was approve by the profit-based decision layer. The predicted default probability is 0.200. The decision score is 234.04, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
44,210000,MORTGAGE,,VENTURE,B,25000,10.37,0.12,N,14,case_2269,0,0.01657139999006643,-2135.2536457740916,1670.0,approve,approve,"Applicant case_2269 was approve by the profit-based decision layer. The predicted default probability is 0.017. The decision score is -2135.25, compared with the optimized threshold 1670.00. The default 0.5 probability rule would make decision: approve."
